right_track,economy_better,pres_approval,vote_intention,vote_2020,consider_trump,not_trump,cand_favorability_trump,cand_favorability_biden,trump_biden,employment,gender,census_region,race_ethnicity,household_income,education,age,state,vote_trump,vote_Biden,is_male
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Male,Northeast,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",63,NJ,1,0,1
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,West,White,"$60,000 to $64,999",Other post high school vocational training,57,CA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Haven't heard enough,Somewhat favorable,Joe Biden,Retired,Female,South,"Black, or African American","$20,000 to $24,999",High school graduate,70,DE,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,No,NA,Somewhat favorable,Somewhat favorable,Don't Know,Part-time employed,Male,Northeast,White,"$25,000 to $29,999",Other post high school vocational training,67,PA,0,0,1
1,0,Somewhat disapprove,Not sure,I am not sure/don't know,No,Not Asked,Somewhat favorable,Somewhat unfavorable,Joe Biden,Full-time employed,Female,South,Some other race,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",29,FL,0,0,0
0,1,Somewhat approve,Not sure,Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Homemaker,Male,Midwest,White,"$100,000 to $124,999",3rd Grade or less,22,IN,1,0,1
1,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,West,Some other race,"$35,000 to $39,999","Completed some college, but no degree",22,AZ,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,South,"Black, or African American","Less than $14,999","Completed some college, but no degree",36,TX,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$250,000 and above","Completed some graduate, but no degree",62,NY,1,0,1
0,0,Strongly disapprove,Not sure,I am not sure/don't know,No,Not Asked,Somewhat unfavorable,Haven't heard enough,Don't Know,Unemployed or temporarily on layoff,Male,West,White,"Less than $14,999",Completed some high school,34,WA,0,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$20,000 to $24,999",Completed some high school,40,NY,0,0,1
1,0,Somewhat approve,"Yes, I will vote",I am not sure/don't know,Don't know,Don't know,Very favorable,Very favorable,Don't Know,Full-time employed,Male,South,White,"$175,000 to $199,999",Masters degree,40,TN,0,0,1
1,1,Strongly approve,"Yes, I will vote",I am not sure/don't know,Yes,Yes,Haven't heard enough,Very unfavorable,Don't Know,Homemaker,Male,West,"Black, or African American","$150,000 to $174,999","Completed some college, but no degree",20,CA,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Part-time employed,Male,West,White,"$20,000 to $24,999",Completed some high school,25,WA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,Don't know,Don't know,Somewhat favorable,Somewhat favorable,Don't Know,Full-time employed,Male,West,Some other race,"$45,000 to $49,999","Completed some graduate, but no degree",25,CA,0,0,1
0,0,Somewhat approve,"No, I will not vote but I am eligible",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Homemaker,Female,Midwest,White,"$15,000 to $19,999","Completed some college, but no degree",46,WI,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,NA,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,West,White,"$75,000 to $79,999",Associate Degree,38,AZ,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Female,Midwest,White,"$60,000 to $64,999",Masters degree,34,MO,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,White,"Less than $14,999",High school graduate,23,AL,0,1,0
0,0,Strongly disapprove,"No, I am not eligible to vote",I would not vote,No,Not Asked,Very unfavorable,Very unfavorable,Don't Know,Full-time employed,Male,Midwest,White,"$35,000 to $39,999",Completed some high school,30,MO,0,0,1
0,0,Not sure,"No, I am not eligible to vote",I would not vote,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Other:,Male,Midwest,White,"Less than $14,999","Completed some college, but no degree",55,OH,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,West,White,"$50,000 to $54,999",Masters degree,46,CA,0,1,0
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,West,"Black, or African American","$70,000 to $74,999","College Degree (such as B.A., B.S.)",55,AZ,1,0,1
0,0,Strongly disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Unemployed or temporarily on layoff,Male,West,White,"Less than $14,999","Completed some college, but no degree",31,CA,0,0,1
0,0,Strongly approve,Not sure,Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Self-employed,Female,South,White,"$25,000 to $29,999",Completed some high school,50,TX,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Student,Female,West,White,"$30,000 to $34,999",High school graduate,18,CA,0,1,0
1,1,Somewhat approve,"No, I will not vote but I am eligible",Donald Trump,Yes,Don't know,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,West,Asian (Chinese),"$95,000 to $99,999","Completed some graduate, but no degree",30,CA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Female,Midwest,White,"Less than $14,999",Completed some high school,33,MN,0,1,0
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat unfavorable,Somewhat favorable,Joe Biden,Self-employed,Male,Northeast,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",38,NY,0,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Male,West,Asian (Asian Indian),"$60,000 to $64,999","College Degree (such as B.A., B.S.)",26,CA,0,1,1
0,0,Not sure,"Yes, I will vote",I am not sure/don't know,Don't know,Don't know,Somewhat favorable,Very favorable,Don't Know,Part-time employed,Male,West,White,"Less than $14,999","Completed some college, but no degree",52,CA,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Self-employed,Male,South,White,"$70,000 to $74,999",Other post high school vocational training,36,LA,0,1,1
1,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,South,White,"$30,000 to $34,999","Completed some college, but no degree",50,LA,0,1,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Somewhat favorable,Donald Trump,Part-time employed,Male,Northeast,Some other race,"$45,000 to $49,999",Completed some high school,21,NY,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Part-time employed,Female,Northeast,White,"$35,000 to $39,999",Completed some high school,65,CT,0,1,0
0,0,Strongly approve,Not sure,I would not vote,Don't know,Don't know,Somewhat unfavorable,Haven't heard enough,Donald Trump,Part-time employed,Male,South,"Black, or African American","Less than $14,999",Other post high school vocational training,20,TN,1,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,South,White,"$75,000 to $79,999","Completed some college, but no degree",40,AL,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very unfavorable,Very unfavorable,Donald Trump,Unemployed or temporarily on layoff,Female,West,Some other race,"Less than $14,999",Associate Degree,32,AZ,1,0,0
0,0,Not sure,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Haven't heard enough,Haven't heard enough,Don't Know,Unemployed or temporarily on layoff,Male,West,White,"$85,000 to $89,999",High school graduate,18,CA,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Student,Female,Midwest,"Black, or African American","$20,000 to $24,999",High school graduate,18,OH,0,1,0
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Female,South,Some other race,"Less than $14,999",Completed some high school,29,LA,0,1,0
0,1,Strongly disapprove,"Yes, I will vote",Someone else,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Don't Know,Full-time employed,Female,Midwest,Some other race,"Less than $14,999",Doctorate degree,19,KS,0,0,0
0,0,Strongly disapprove,"No, I will not vote but I am eligible",Someone else,No,Not Asked,Very unfavorable,Very unfavorable,Don't Know,Full-time employed,Male,South,White,"$15,000 to $19,999",High school graduate,41,AR,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Homemaker,Female,West,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",61,UT,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Don't Know,Full-time employed,Female,West,Some other race,"$80,000 to $84,999",Middle School - Grades 4 - 8,21,AZ,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,West,White,"$25,000 to $29,999","Completed some college, but no degree",69,CA,0,1,1
0,0,Not sure,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Somewhat favorable,Somewhat favorable,Don't Know,Full-time employed,Male,Midwest,White,"$30,000 to $34,999",High school graduate,43,OH,0,0,1
0,0,Somewhat approve,"No, I will not vote but I am eligible",Joe Biden,Yes,Yes,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Northeast,Some other race,"$250,000 and above",Associate Degree,19,MA,1,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Haven't heard enough,Joe Biden,Student,Female,South,White,"$90,000 to $94,999","Completed some college, but no degree",22,TX,0,1,0
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Student,Male,West,White,"$30,000 to $34,999",Associate Degree,28,CA,0,1,1
1,0,Somewhat approve,"Yes, I will vote",I am not sure/don't know,No,Not Asked,NA,NA,NA,Retired,Male,West,Some other race,"Less than $14,999",Completed some high school,29,CA,NA,0,1
0,0,Somewhat approve,"No, I am not eligible to vote",I am not sure/don't know,Don't know,Don't know,Somewhat favorable,Somewhat favorable,Don't Know,Unemployed or temporarily on layoff,Male,South,Asian (Asian Indian),NA,Completed some high school,19,NC,0,0,1
0,1,Somewhat approve,"Yes, I will vote",I am not sure/don't know,Don't know,Don't know,Very favorable,Very favorable,Don't Know,Full-time employed,Male,South,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",39,TX,0,0,1
1,1,Strongly approve,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,South,White,"$250,000 and above",Masters degree,39,VA,0,1,1
0,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Homemaker,Female,South,Asian (Filipino),NA,"College Degree (such as B.A., B.S.)",41,OK,1,0,0
0,0,Strongly approve,"Yes, I will vote",I am not sure/don't know,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Male,West,Some other race,"$60,000 to $64,999","Completed some college, but no degree",43,ID,1,0,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Somewhat unfavorable,Donald Trump,Unemployed or temporarily on layoff,Female,West,White,"Less than $14,999","Completed some college, but no degree",69,CA,1,0,0
1,1,Somewhat approve,"No, I will not vote but I am eligible",Donald Trump,Don't know,Don't know,Somewhat favorable,Somewhat favorable,Joe Biden,Part-time employed,Male,South,Some other race,"Less than $14,999",High school graduate,39,TX,0,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Permanently disabled,Female,South,American Indian or Alaska Native,"Less than $14,999",Other post high school vocational training,46,NC,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Part-time employed,Female,West,Asian (Chinese),"$100,000 to $124,999",Masters degree,47,CA,1,0,0
0,0,Somewhat approve,"No, I will not vote but I am eligible",I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat favorable,Joe Biden,Student,Male,West,White,"Less than $14,999",Completed some high school,39,CA,0,0,1
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,No,NA,Somewhat unfavorable,Somewhat favorable,Joe Biden,Homemaker,Female,Northeast,White,"$45,000 to $49,999",High school graduate,58,NY,0,0,0
1,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,Northeast,"Black, or African American","$50,000 to $54,999","College Degree (such as B.A., B.S.)",45,NJ,0,1,0
1,1,Somewhat approve,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat favorable,Very favorable,Joe Biden,Full-time employed,Male,West,White,"$75,000 to $79,999",Doctorate degree,30,CA,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Someone else,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Full-time employed,Male,West,Asian (Chinese),"$250,000 and above",Doctorate degree,48,CA,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Male,Midwest,White,"$100,000 to $124,999",Masters degree,65,IL,0,1,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Permanently disabled,Male,West,Asian (Filipino),"$65,000 to $69,999",Associate Degree,36,CA,1,0,1
1,0,Somewhat approve,"Yes, I will vote",I am not sure/don't know,Don't know,Not Asked,Very favorable,Very favorable,Joe Biden,Full-time employed,Female,West,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",35,CA,0,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$125,000 to $149,999",Masters degree,48,AL,1,0,1
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,South,White,"$100,000 to $124,999",Masters degree,42,DC,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Male,South,White,"$20,000 to $24,999","Completed some college, but no degree",50,FL,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,West,White,"$250,000 and above",Masters degree,77,CA,0,1,1
0,0,Somewhat approve,"No, I will not vote but I am eligible",I am not sure/don't know,Don't know,Don't know,Somewhat favorable,Haven't heard enough,Don't Know,Permanently disabled,Male,West,Some other race,"Less than $14,999",High school graduate,55,CA,0,0,1
1,0,Somewhat disapprove,"No, I am not eligible to vote",Donald Trump,Yes,No,Somewhat unfavorable,Haven't heard enough,Donald Trump,Self-employed,Male,South,White,"$125,000 to $149,999","Completed some graduate, but no degree",28,SC,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$35,000 to $39,999","Completed some college, but no degree",53,VA,1,0,1
0,0,Strongly disapprove,"No, I am not eligible to vote",I would not vote,No,Not Asked,Very unfavorable,Somewhat favorable,Don't Know,Unemployed or temporarily on layoff,Male,West,American Indian or Alaska Native,"Less than $14,999",Completed some high school,34,AZ,0,0,1
1,0,Strongly approve,"No, I am not eligible to vote",Donald Trump,Don't know,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Homemaker,Female,West,Asian (Other),"$20,000 to $24,999","College Degree (such as B.A., B.S.)",61,WA,1,0,0
0,0,Somewhat disapprove,Not sure,I am not sure/don't know,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Full-time employed,Male,Northeast,White,"$100,000 to $124,999",Associate Degree,51,PA,0,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very favorable,Joe Biden,Full-time employed,Male,West,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",33,CO,0,1,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$125,000 to $149,999","Completed some graduate, but no degree",40,NY,1,0,1
0,0,Somewhat disapprove,"No, I am not eligible to vote",I would not vote,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Joe Biden,Retired,Male,Northeast,White,"$40,000 to $44,999","Completed some college, but no degree",65,PA,0,0,1
0,0,Somewhat approve,"No, I will not vote but I am eligible",Joe Biden,No,Not Asked,Somewhat favorable,Somewhat unfavorable,Joe Biden,Unemployed or temporarily on layoff,Male,Midwest,White,"$20,000 to $24,999",High school graduate,30,MO,0,1,1
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,South,Some other race,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",42,FL,1,0,1
1,0,Somewhat approve,"No, I am not eligible to vote",Donald Trump,Yes,Yes,Very favorable,Haven't heard enough,Donald Trump,Unemployed or temporarily on layoff,Female,South,American Indian or Alaska Native,"$25,000 to $29,999",Other post high school vocational training,52,OK,1,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$175,000 to $199,999",Masters degree,39,PA,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$55,000 to $59,999",Masters degree,45,NY,1,0,1
1,0,Strongly approve,"No, I am not eligible to vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Permanently disabled,Male,South,White,"Less than $14,999",Completed some high school,36,TX,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Student,Female,West,Some other race,"$35,000 to $39,999",Other post high school vocational training,19,CA,0,1,0
0,1,Somewhat approve,"No, I am not eligible to vote",I would not vote,Don't know,Don't know,Somewhat favorable,Somewhat unfavorable,Donald Trump,Self-employed,Female,West,White,"$30,000 to $34,999","Completed some college, but no degree",45,NM,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",49,LA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Permanently disabled,Male,West,White,"Less than $14,999",High school graduate,35,OR,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Male,Northeast,White,"Less than $14,999",High school graduate,32,CT,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,West,Asian (Japanese),NA,"College Degree (such as B.A., B.S.)",67,HI,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Self-employed,Male,Northeast,White,"$150,000 to $174,999","Completed some college, but no degree",65,NJ,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,Midwest,"Black, or African American","$95,000 to $99,999","Completed some college, but no degree",20,IL,0,1,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,West,White,"$150,000 to $174,999",Masters degree,73,CA,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat unfavorable,Very unfavorable,Donald Trump,Self-employed,Male,South,White,"$30,000 to $34,999",Masters degree,38,AL,1,0,1
0,0,Not sure,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,South,"Black, or African American","$75,000 to $79,999","College Degree (such as B.A., B.S.)",51,FL,1,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,American Indian or Alaska Native,"$50,000 to $54,999",Associate Degree,65,TN,1,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Haven't heard enough,Very favorable,Donald Trump,Full-time employed,Male,Midwest,White,"$175,000 to $199,999",Masters degree,39,MI,1,0,1
0,0,Somewhat approve,Not sure,I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Homemaker,Male,South,White,"$30,000 to $34,999",Middle School - Grades 4 - 8,58,WV,0,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Male,Midwest,White,"$70,000 to $74,999",Other post high school vocational training,63,OH,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,South,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",68,FL,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,West,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",69,NV,0,1,1
0,0,Strongly disapprove,"No, I am not eligible to vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Male,Northeast,White,"$15,000 to $19,999",High school graduate,39,CT,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,West,"Black, or African American","$100,000 to $124,999","Completed some graduate, but no degree",39,CA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Self-employed,Male,South,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",68,VA,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,Don't know,Yes,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,South,"Black, or African American","$50,000 to $54,999","College Degree (such as B.A., B.S.)",24,TX,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very unfavorable,Joe Biden,Full-time employed,Female,South,Some other race,"$15,000 to $19,999","Completed some college, but no degree",50,FL,0,1,0
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Full-time employed,Female,South,White,"$95,000 to $99,999","Completed some college, but no degree",57,FL,0,0,0
0,0,Not sure,"No, I will not vote but I am eligible",I would not vote,Don't know,Don't know,Somewhat favorable,Somewhat favorable,Don't Know,Permanently disabled,Male,Midwest,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",35,IN,0,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$75,000 to $79,999",High school graduate,51,MI,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Female,South,White,"Less than $14,999","Completed some college, but no degree",72,LA,0,0,0
0,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,West,Asian (Filipino),"$45,000 to $49,999","Completed some college, but no degree",29,HI,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,Midwest,White,"$40,000 to $44,999",Masters degree,78,IN,1,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Unemployed or temporarily on layoff,Male,South,White,"Less than $14,999","Completed some college, but no degree",60,GA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Self-employed,Female,South,White,"$15,000 to $19,999",Masters degree,48,GA,0,1,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,Northeast,White,"$200,000 to $249,999",Masters degree,65,CT,1,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Northeast,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",63,PA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,West,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",45,CA,0,1,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Male,South,White,"$15,000 to $19,999",High school graduate,70,NC,1,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Very favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$100,000 to $124,999",Masters degree,39,NY,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,Northeast,White,"$250,000 and above",Doctorate degree,73,MA,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Homemaker,Female,Midwest,White,NA,"College Degree (such as B.A., B.S.)",66,KS,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",45,MD,1,0,0
